utc,Program:Metering_Roll.__l5124c34c9de650ef,Program:Metering_Roll.__l5124c34cd0c0ad05,Program:Metering_Roll.__l5124c34cd93afeea,Program:Metering_Roll.__l5124c34cdd243ecc,Program:Metering_Roll.__l5124c34cf90ef335,Program:Metering_Roll.__l5124c34cfcc730f7,Program:Metering_Roll.__l66b58c55184e5e16,Program:Metering_Roll.__l66b58c553f4bceda,Program:Metering_Roll.__l66b58c5558fe1ad3
2019-04-12T10:32:25.210007,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03542480245232582, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:27.735151,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.16681639850139618, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:30.250295,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.002297363243997097, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:32.771439,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.042731933295726776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:35.209579,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.04366210848093033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:37.692721,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.006657714489847422, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:40.209865,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03291992098093033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:42.650004,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03401855379343033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:45.016140,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.05070800706744194, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:47.495282,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03771728277206421, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:50.054428,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08281493932008743, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:52.572572,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.04291992262005806, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:55.129718,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.09126708656549454, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:32:57.655863,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.012346191331744194, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:00.170006,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.07690917700529099, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:02.693151,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03786376863718033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:05.249297,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.0020288084633648396, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:07.729439,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.00040039062150754035, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:10.249583,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03850341588258743, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:12.775728,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08384276926517487, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:15.248869,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.09033203125, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:17.851018,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.03569091856479645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:20.335160,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03630127012729645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:22.851304,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.17022705078125, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:25.409450,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.12265624850988388, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:27.890592,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.0007958984351716936, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:30.332732,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.042900390923023224, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:32.816874,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.07798828184604645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:35.289015,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08213134855031967, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:37.809159,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.04188476502895355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:40.297302,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.043403320014476776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:42.735441,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.043876953423023224, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:45.253585,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08659179508686066, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:47.812732,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.08239257335662842, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:50.329875,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.12916748225688934, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:52.891022,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.07967285066843033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:55.409166,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.16922606527805328, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:33:57.894308,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.04600830003619194, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:00.450454,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.006218261551111937, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:02.933596,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.0376904271543026, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:05.451740,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.043950192630290985, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:07.927882,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.04434814304113388, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:10.369022,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.044426269829273224, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:12.894166,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.04408203065395355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:15.376308,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08519286662340164, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:17.851450,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.09159179776906967, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:20.492601,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.03562255948781967, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:23.009745,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.03760009631514549, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:25.527889,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.0017675780691206455, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:27.971028,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.039531249552965164, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:30.491173,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08272460848093033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:33.012317,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0009423827868886292, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:35.492459,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0018945311894640326, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:37.849593,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08727538585662842, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:40.289733,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.05134521424770355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:42.812877,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.0038818358443677425, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:45.370024,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.12947997450828552, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:47.932170,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08158691227436066, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:50.416312,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0427563451230526, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:52.971458,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.04630370810627937, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:55.452600,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.035258788615465164, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:34:58.049749,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.006953124888241291, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:00.568893,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.049077145755290985, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:03.048035,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.0034838865976780653, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:05.570179,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.08857177197933197, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:08.089323,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03955322131514549, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:10.691472,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.12895263731479645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:13.246618,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.04825195297598839, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:15.771762,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.04685058444738388, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:18.208902,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.12525634467601776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:20.693044,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.0034594726748764515, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:23.291193,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.03955322131514549, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:25.772334,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0006323241977952421, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:28.415486,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.044755857437849045, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:30.931630,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0044970703311264515, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:33.408771,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.1323290914297104, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:35.968918,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.12050537019968033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:38.495062,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.08877196907997131, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:41.086210,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.036650389432907104, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:43.415344,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.1263110339641571, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:46.007492,/-5.0, 25.0, 30000.0, 1150.0, 1.1632660061877687e-06, -0.04544921591877937, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:48.567638,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.004956054501235485, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:51.129785,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, -0.043266601860523224, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:53.650929,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0036547849886119366, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:56.131071,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.03991454839706421, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:35:58.695218,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.001538085867650807, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:01.211361,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.004624023102223873, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:03.767508,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0884106457233429, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:06.169645,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.09724853187799454, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:08.611785,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.01146728452295065, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:11.171931,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.03335205093026161, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:13.727077,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.03902587667107582, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:16.246221,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08229980617761612, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:18.846370,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08771239966154099, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:21.328512,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.03704833984375, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:23.887658,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.03889404237270355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:26.446805,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, -0.0027612303383648396, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:29.006951,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.05088134482502937, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:31.532096,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.07722167670726776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:34.090242,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.13065429031848907, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:36.488379,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.07988037168979645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:38.931519,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.043889157474040985, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:41.405660,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.04317871108651161, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:43.810798,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.046464841812849045, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:46.408947,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.003557128831744194, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:49.011095,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08968261629343033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:51.645246,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.04577392339706421, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:54.206393,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.044677734375, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:56.728537,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, -0.001420898362994194, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:36:59.288683,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08896239846944809, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:01.806827,/-5.0, 25.0, 30000.0, 1150.0, 1.1632660061877687e-06, -0.05195068195462227, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:04.286969,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.03343749791383743, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:06.730109,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.04100097715854645, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:09.289255,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.04305175691843033, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:11.729395,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -4.394531060825102e-05, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:14.284541,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.12983642518520355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:16.810686,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.08045898377895355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:19.403834,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.04273925721645355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:21.968981,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.13493652641773224, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:24.613132,/-5.0, 25.0, 30000.0, 1150.0, 1.1632660061877687e-06, -0.009653320536017418, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:27.164278,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.12245605140924454, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:29.689422,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.0878002941608429, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:32.169564,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.13051757216453552, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:34.729710,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.010688476264476776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:37.165850,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.007858886383473873, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:39.684994,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, -0.09141112864017487, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:42.126133,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.07694091647863388, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:44.648278,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.05022216588258743, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:47.169422,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.010336914099752903, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:49.643563,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.040534667670726776, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:52.092704,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0030322265811264515, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:54.523843,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.08960693329572678, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:57.004984,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.09441649913787842, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:37:59.530129,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.07274169474840164, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:02.048273,/-5.0, 25.0, 30000.0, 1150.0, 1.1669161494864966e-06, 0.03821044787764549, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:04.532415,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.0012402343563735485, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:07.047559,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.08537109196186066, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:09.484698,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.13416992127895355, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:12.044845,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.052250973880290985, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:14.645993,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, 0.035307615995407104, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:17.167138,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.09660888463258743, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:19.644279,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.033293455839157104, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:22.092419,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, 0.038054198026657104, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:24.729570,/-5.0, 25.0, 30000.0, 1150.0, 1.1656994729491998e-06, -0.003037109272554517, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:27.326719,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.09012206643819809, -5.0, -1.220703097715159e-06, 30.0/
2019-04-12T10:38:29.687854,/-5.0, 25.0, 30000.0, 1150.0, 1.1644827964119031e-06, -0.010727538727223873, -5.0, -1.220703097715159e-06, 30.0/
