utc,Program:Unwind.__la176ded6fcc730f7,Program:Unwind.ABS_Unwind_ServoOutput,Program:Unwind.Unwind_Decel_comp,Program:Unwind.Unwind_Pos_PI_Out,Program:Unwind.Unwind_Position_FB_WLDP,Program:Unwind.Unwind_Position_FB_WLGP,Program:Unwind.Unwind_Position_FBJ,Program:Unwind.Unwind_Position_KPP,Program:Unwind.Unwind_Position_Loop_Pct_Cntrl
2019-04-12T10:31:54.237235,/-5.017578125, 0.20692560076713562, 0.0, -14.538131713867188, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:01.615657,/-5.017578125, 0.39218199253082275, 0.0, -14.667593002319336, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:03.331756,/-5.017578125, 0.32198598980903625, 0.0, -14.818130493164062, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:05.329870,/15.947021484375, 0.091559998691082, 0.0, 16.502811431884766, 0.5, 0.02500000037252903, 2249.96435546875, 1.5, 0.05000000074505806/
2019-04-12T10:32:07.856014,/4.453857421875, 0.2984856069087982, 0.0, -0.5438232421875, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:10.414161,/4.453857421875, 0.2749851942062378, 0.0, -0.372802734375, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:13.054312,/4.453857421875, 0.14466479420661926, 0.0, -0.2017822265625, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:15.609458,/-0.2802734375, 0.17793159186840057, 0.0, -7.322633743286133, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:32:18.132602,/-0.2802734375, 0.5093787908554077, 0.0, -7.33287239074707, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:32:20.573742,/-5.017578125, 0.10620959848165512, 0.0, -14.638262748718262, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:23.177891,/-5.017578125, 0.22981560230255127, 0.0, -14.830950736999512, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:25.694035,/-5.017578125, 0.24049758911132812, 0.0, -15.020627975463867, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:28.212179,/4.453857421875, 0.06195560097694397, 0.0, -0.7610592842102051, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:30.772325,/4.453857421875, 0.3564735949039459, 0.0, -0.5927109718322754, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:33.292469,/4.453857421875, 0.2231011986732483, 0.0, -0.43237924575805664, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:35.689606,/-0.2802734375, 0.31954440474510193, 0.0, -7.454910755157471, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:32:38.175748,/-0.2802734375, 0.3656295835971832, 0.0, -7.465485095977783, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:32:40.688892,/-18.794921875, 0.27010199427604675, 0.0, -18.427656173706055, 0.5, 0.02500000037252903, 2258.35205078125, 1.5, 0.05000000074505806/
2019-04-12T10:32:43.212037,/-5.017578125, 0.43887758255004883, 0.0, -14.807450294494629, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:45.531169,/-5.017578125, 0.37081798911094666, 0.0, -15.003149032592773, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:48.136318,/-5.017578125, 0.06989079713821411, 0.0, -15.192826271057129, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:50.651462,/4.453857421875, 0.29543358087539673, 0.0, -0.8247737884521484, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:53.132604,/4.453857421875, 0.1373399943113327, 0.0, -0.6510810852050781, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:55.695751,/4.453857421875, 0.13886599242687225, 0.0, -0.48540496826171875, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:32:58.177893,/-2.64892578125, 0.44131919741630554, 0.0, -11.206186294555664, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:00.655034,/-2.64892578125, 0.28597238659858704, 0.0, -11.307931900024414, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:03.214181,/-2.64892578125, 0.16114559769630432, 0.0, -11.406497955322266, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:05.732325,/-2.64892578125, 0.3265639841556549, 0.0, -11.505064010620117, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:08.208466,/-2.64892578125, 0.02502639964222908, 0.0, -11.605218887329102, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:10.770613,/-2.64892578125, 0.01129239983856678, 0.0, -11.705375671386719, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:13.253755,/4.453857421875, 0.10132639855146408, 0.0, -0.8808779716491699, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:15.769899,/4.453857421875, 0.31893399357795715, 0.0, -0.7098574638366699, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:18.336046,/4.453857421875, 0.5093787908554077, 0.0, -0.5415091514587402, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:20.849189,/-0.2802734375, 0.24263399839401245, 0.0, -7.652797222137451, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:33:23.331331,/-0.2802734375, 0.32137560844421387, 0.0, -7.663539409637451, 0.5, 0.02500000037252903, 2252.5302734375, 1.5, 0.05000000074505806/
2019-04-12T10:33:25.890478,/-2.64892578125, 0.4175136089324951, 0.0, -11.267448425292969, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:28.408622,/-5.017578125, 0.4361307919025421, 0.0, -15.017217636108398, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:30.852761,/-5.017578125, 0.35220080614089966, 0.0, -15.209905624389648, 0.5, 0.02500000037252903, 2257.267578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:33.333903,/4.453857421875, 0.09644319862127304, 0.0, -0.9681296348571777, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:35.769043,/4.453857421875, 0.4129355847835541, 0.0, -0.799781322479248, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:38.331189,/4.453857421875, 0.40103280544281006, 0.0, -0.628760814666748, 0.5, 0.02500000037252903, 2247.796142578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:40.849333,/-2.64892578125, 0.43887758255004883, 0.0, -11.259870529174805, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:43.331475,/-2.64892578125, 0.44192957878112793, 0.0, -11.360026359558105, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:45.848619,/-2.64892578125, 0.3653244078159332, 0.0, -11.461771965026855, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:48.408766,/-2.64892578125, 0.23591959476470947, 0.0, -11.558748245239258, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
2019-04-12T10:33:50.856906,/-2.64892578125, 0.3512851893901825, 0.0, -11.658904075622559, 0.5, 0.02500000037252903, 2254.89892578125, 1.5, 0.05000000074505806/
