utc,Avg_Steering_Frame_Tension_Total,Avg_Winder_Tens_Fdbk_Total,Line_AccDec_Rate,Line_Accum_length,Line_Auto_PreStop_Length,Line_Auto_Stop_Length_SP,Line_Ramped_speed_FPS,Line_Total_length,Metering_Roll_Line_speed_Ref
2019-04-12T10:32:50.369446,/571.2999877929688, 1153.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:32:52.809586,/570.7999877929688, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:32:55.371732,/568.4000244140625, 1150.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:32:57.855874,/567.9000244140625, 1141.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:00.412020,/570.4000244140625, 1161.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:02.890162,/572.2999877929688, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:33:05.491311,/573.1000366210938, 1161.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:07.970453,/572.2000122070312, 1132.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:10.455595,/570.2000122070312, 1147.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:12.974739,/569.4000244140625, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:33:15.454881,/569.0, 1147.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:18.052029,/569.7999877929688, 1156.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:20.534171,/570.7999877929688, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:33:23.017313,/572.7000122070312, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:25.574460,/571.1000366210938, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:28.095604,/570.6000366210938, 1144.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:30.534743,/570.0, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:33.052887,/569.2999877929688, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:35.531029,/570.0, 1150.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:33:38.015171,/572.2999877929688, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:40.573317,/571.6000366210938, 1151.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:43.009457,/570.7999877929688, 1158.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:45.496599,/570.0, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:48.013743,/569.7000122070312, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:50.571889,/567.5, 1136.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:53.093034,/567.9000244140625, 1153.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:55.614178,/572.7000122070312, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:33:58.096320,/572.9000244140625, 1158.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:00.687468,/573.0, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:03.208612,/571.2999877929688, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:05.687754,/569.7999877929688, 1139.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:08.096892,/568.5, 1147.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:10.609035,/568.7000122070312, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:13.090177,/569.1000366210938, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:15.608321,/569.9000244140625, 1154.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:18.092463,/572.7999877929688, 1141.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:20.688612,/573.7999877929688, 1137.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:23.175754,/571.0, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:25.733900,/570.1000366210938, 1121.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:28.173040,/566.2000122070312, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:30.733186,/567.2999877929688, 1154.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:33.210328,/570.2000122070312, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:35.692470,/570.2000122070312, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:34:38.131610,/571.7000122070312, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:40.569749,/571.7000122070312, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:43.086893,/568.9000244140625, 1129.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:45.612037,/567.1000366210938, 1137.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:48.173184,/571.1000366210938, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:50.647325,/573.4000244140625, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:53.206472,/573.2000122070312, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:55.692614,/572.6000366210938, 1141.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:34:58.215758,/572.7999877929688, 1149.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:00.769904,/571.2000122070312, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:03.212044,/569.0, 1132.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:05.767190,/566.1000366210938, 1137.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:08.330337,/569.4000244140625, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:10.932486,/574.5, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:13.410627,/572.5, 1150.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:16.011776,/570.2999877929688, 1138.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:18.449916,/567.1000366210938, 1139.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:20.892055,/565.4000244140625, 1125.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:23.530206,/568.1000366210938, 1150.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:26.047350,/571.4000244140625, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:28.647499,/571.0, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:31.128641,/571.0, 1138.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:33.614783,/571.7999877929688, 1163.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:36.134927,/570.7000122070312, 1134.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:38.692073,/566.5, 1144.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:41.286222,/566.7999877929688, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:43.686359,/572.5, 1168.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:46.249506,/572.9000244140625, 1144.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:48.809652,/571.2999877929688, 1139.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:51.370799,/569.4000244140625, 1153.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:35:53.887943,/569.2999877929688, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:56.367084,/568.6000366210938, 1130.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:35:58.892229,/568.2000122070312, 1153.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:01.407373,/570.4000244140625, 1136.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:03.968519,/571.1000366210938, 1157.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:06.405659,/573.0, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:08.852799,/571.0, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:11.368942,/567.5, 1135.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:13.892087,/566.0, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:16.451233,/567.4000244140625, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:19.054382,/570.0, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:21.570526,/571.7000122070312, 1134.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:24.054668,/568.9000244140625, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:26.686819,/569.9000244140625, 1143.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:29.248965,/572.0, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:31.729107,/569.7999877929688, 1125.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:34.291254,/564.5, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:36.810398,/566.7000122070312, 1161.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:39.171533,/573.7000122070312, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:41.609672,/572.0, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:44.085814,/570.0, 1135.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:46.650960,/570.4000244140625, 1147.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:49.254109,/571.1000366210938, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:36:51.886260,/569.7000122070312, 1135.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:54.448406,/566.4000244140625, 1131.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:56.970551,/568.7999877929688, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:36:59.488695,/572.5, 1149.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:01.970837,/572.9000244140625, 1138.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:04.485981,/571.4000244140625, 1135.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:06.968123,/566.2999877929688, 1149.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:09.529269,/565.0, 1134.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:11.970409,/568.7999877929688, 1149.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:14.526555,/570.9000244140625, 1149.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:17.005697,/568.5, 1133.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:19.569843,/568.4000244140625, 1162.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:22.245996,/573.0, 1159.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:24.885147,/574.0, 1124.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:27.369289,/566.9000244140625, 1129.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:29.849431,/564.5, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:32.364575,/569.4000244140625, 1168.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:34.970724,/573.5, 1127.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:37.372862,/570.0, 1153.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:39.885005,/569.7000122070312, 1156.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:42.327145,/572.2000122070312, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:44.887291,/572.0, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:47.407436,/569.2999877929688, 1138.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:49.845575,/567.2000122070312, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:52.368719,/567.7999877929688, 1152.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:37:54.687852,/572.9000244140625, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:57.247998,/573.2000122070312, 1134.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:37:59.805145,/570.6000366210938, 1127.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:02.292287,/568.7999877929688, 1144.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:04.728426,/567.6000366210938, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:07.212568,/570.4000244140625, 1141.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:09.686710,/572.7000122070312, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:12.283858,/572.5, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:14.846005,/568.9000244140625, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:17.363149,/572.1000366210938, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:19.886293,/569.7000122070312, 1144.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:22.364435,/566.4000244140625, 1135.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:24.926582,/569.0, 1150.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:27.523730,/572.2000122070312, 1151.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:29.887865,/573.7000122070312, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:32.444011,/571.7000122070312, 1130.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:34.885151,/569.7999877929688, 1156.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:37.445298,/570.2000122070312, 1142.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:40.006444,/567.9000244140625, 1138.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:42.446584,/567.7000122070312, 1148.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:44.924725,/565.9000244140625, 1139.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:38:47.364865,/567.2999877929688, 1159.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:50.089021,/572.0, 1145.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:52.563162,/572.0, 1140.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:55.086307,/567.7000122070312, 1147.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:38:57.644453,/567.2000122070312, 1141.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:39:00.286604,/569.2999877929688, 1146.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:39:02.726744,/571.7999877929688, 1155.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 10.5/
2019-04-12T10:39:05.245888,/571.1000366210938, 1154.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
2019-04-12T10:39:07.803034,/570.1000366210938, 1151.0, 0.0, 0.0, 0.0, 30.0, 0.1666666716337204, 0.0, 9.750000953674316/
