utc,Program:Metering_Roll.__l66b58c555a963948,Program:Metering_Roll.__l66b58c559de650ef,Program:Metering_Roll.__l66b58c55b5ff5b04,Program:Metering_Roll.__l66b58c55c24a9706,Program:Metering_Roll.__l66b58c55c7c28f94,Program:Metering_Roll.__l66b58c55d0c0ad05,Program:Metering_Roll.__l66b58c55d93afeea,Program:Metering_Roll.__l66b58c55f3d9ad47,Program:Metering_Roll.__l66b58c55fcc730f7
2019-04-12T10:33:58.054317,/0.015967529267072678, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:00.609463,/0.01281591784209013, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:03.093606,/0.2152712494134903, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:05.611750,/0.21712318062782288, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:08.055889,/0.21897034347057343, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:10.570033,/0.22090795636177063, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:13.052175,/0.22275513410568237, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:34:15.534317,/0.22465942800045013, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:18.010459,/0.0181574709713459, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:20.648610,/0.014901123009622097, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:23.133752,/0.011697144247591496, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:25.687898,/0.14756396412849426, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:28.168040,/0.14776867628097534, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:34:30.651182,/0.14796386659145355, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:34:33.172326,/0.287110835313797, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:35.647467,/0.2905481159687042, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:38.050605,/0.015615235082805157, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:34:40.491745,/0.018181275576353073, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:42.973887,/0.0148773193359375, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:45.576035,/0.21790869534015656, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:48.132182,/0.2197558581829071, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:50.536319,/0.2216934859752655, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:53.130467,/0.22359777987003326, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:55.652612,/0.2255401611328125, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:34:58.209758,/0.22741113603115082, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:00.690900,/-0.04822631925344467, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:03.208044,/0.08728344738483429, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:05.729188,/0.21993200480937958, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:08.248332,/0.22189819812774658, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:10.892483,/0.22380249202251434, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:13.373625,/0.08770239353179932, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:15.930772,/0.08625036478042603, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:18.368911,/0.291681170463562, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:20.851053,/0.29540881514549255, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:23.448202,/0.09115869551897049, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:25.932344,/0.08958765119314194, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:28.575495,/0.0880880132317543, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:31.090639,/0.08663123100996017, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:33.608783,/0.08513159304857254, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:36.128927,/0.28904369473457336, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:38.652071,/0.29265710711479187, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:41.215218,/0.29609912633895874, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:43.649357,/0.024808228015899658, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:46.166501,/0.021451905369758606, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:48.768650,/0.018190795555710793, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:51.329796,/0.2228408306837082, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:53.806938,/0.22469274699687958, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:35:56.327082,/0.22662562131881714, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:35:58.851226,/0.16017040610313416, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:01.370371,/0.16057030856609344, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:03.930517,/0.16076074540615082, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:06.327654,/0.023351440206170082, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:08.771794,/0.020099854096770287, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:11.291938,/0.22206959128379822, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:13.852084,/0.29276660084724426, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:16.406231,/0.09083496034145355, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:18.970377,/0.09039221704006195, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:21.488521,/0.08889257907867432, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:24.011666,/0.29485180974006653, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:26.605814,/0.2985747158527374, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:29.171961,/0.024022705852985382, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:31.691105,/0.02071874961256981, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:34.250251,/0.22452136874198914, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:36.729393,/0.22636853158473969, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:39.131530,/0.22818714380264282, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:41.564670,/0.23000574111938477, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:43.970807,/0.23200049996376038, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:46.609958,/0.2339666783809662, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:49.247109,/-0.04201355203986168, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:51.805255,/-0.047083742916584015, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:54.366402,/0.2947375476360321, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:36:56.889546,/0.298460453748703, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:36:59.447692,/0.026041259989142418, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:01.930834,/0.022889649495482445, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:04.445978,/0.2252354770898819, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:06.927120,/0.29673707485198975, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:09.448264,/0.3002314567565918, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:11.889404,/0.026060303673148155, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:14.485553,/0.022908691316843033, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:16.968695,/0.29432812333106995, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:19.486839,/0.29810816049575806, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:22.129990,/0.026569703593850136, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:24.770141,/0.02336096204817295, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:27.287285,/0.36849096417427063, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:29.807429,/0.368043452501297, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:32.327573,/0.027859864756464958, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:34.889720,/0.024808228015899658, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:37.325859,/0.10295581072568893, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:39.845003,/0.2966609001159668, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:42.289143,/-0.004936889745295048, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:44.808287,/0.025250976905226707, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:47.370433,/0.12118945270776749, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:49.804573,/0.29730358719825745, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:52.286715,/0.3007456064224243, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:54.649850,/0.029264282435178757, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:37:57.205996,/0.02605554275214672, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:37:59.690138,/0.1631792038679123, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:02.209282,/0.22853943705558777, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:04.692424,/0.2304104119539261, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:07.169566,/0.23225757479667664, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:09.648708,/0.1645360141992569, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:12.246856,/0.16474072635173798, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:14.768000,/0.16494543850421906, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:17.292145,/0.16514062881469727, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:19.803288,/0.16534534096717834, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:22.327433,/0.16555480659008026, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:24.886579,/0.16575951874256134, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:27.486728,/0.029069092124700546, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:29.847863,/0.02591272071003914, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:32.332005,/0.29711318016052246, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:34.845149,/0.300840824842453, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:37.372293,/0.0307163093239069, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:39.929440,/0.027555176988244057, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:42.408581,/0.024503540247678757, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:44.842721,/0.2990412712097168, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:47.327863,/0.30288317799568176, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:50.006016,/0.028992921113967896, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:52.489158,/0.02578417956829071, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:38:55.004302,/0.2991364896297455, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:38:57.603451,/0.3028593957424164, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:00.204599,/0.09950903803110123, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:02.643739,/0.09802844375371933, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:05.204885,/0.09650500863790512, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:07.731030,/0.09502441436052322, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:10.208171,/0.09345337003469467, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:12.845322,/0.09197278320789337, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:15.287462,/0.2983652353286743, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:17.765604,/0.3019215166568756, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:20.287748,/0.026479247957468033, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:22.808892,/0.02895483374595642, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:25.323036,/0.025798462331295013, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:27.805178,/0.2989460527896881, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:30.328322,/0.30260705947875977, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:32.844466,/0.029564209282398224, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:35.485617,/0.026307862251996994, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:37.965759,/0.29722267389297485, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:40.443901,/0.30083605647087097, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:42.929043,/0.027907472103834152, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:45.526192,/0.027231445536017418, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:48.042335,/0.26066967844963074, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:50.561480,/0.2293725609779358, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:52.928615,/0.2313387542963028, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:39:55.490761,/0.027750367298722267, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:39:58.083910,/0.024641601368784904, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:00.567052,/0.29733216762542725, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:03.126198,/0.3012264370918274, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:05.805351,/0.09768567234277725, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:08.402500,/0.09610986709594727, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:11.007649,/0.09465783834457397, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:13.447789,/0.09320580959320068, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:15.847926,/0.09177283197641373, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:18.323067,/0.09024938941001892, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:20.882214,/0.29688942432403564, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:23.330354,/0.300559937953949, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:25.962504,/-0.04397973790764809, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:28.486649,/-0.04320849850773811, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:30.966791,/0.22655420005321503, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:33.481934,/0.2284584939479828, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:35.964076,/0.23040089011192322, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:38.526223,/0.02642211876809597, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:41.046367,/0.02331811562180519, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:43.442504,/0.29532313346862793, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:45.925646,/0.2989317774772644, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:48.487793,/0.027412354946136475, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:50.969935,/0.024255981668829918, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:53.447076,/0.22611621022224426, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:40:55.962220,/0.29707983136177063, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:40:58.405360,/-0.2979605793952942, 7.5, 1400.0, 0.16811710596084595, 30000.0, 0.0, -30.0, 25.0, 0.16250000894069672/
2019-04-12T10:41:01.002509,/0.025636596605181694, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:41:03.444648,/0.022380249574780464, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:41:05.961792,/0.2957753837108612, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:41:08.486937,/0.29961732029914856, 7.5, 1400.0, 0.1717718243598938, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:41:11.123087,/0.027626587077975273, 7.5, 1400.0, 0.1644623875617981, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
2019-04-12T10:41:13.565227,/0.0244749765843153, 7.5, 1400.0, 0.16080765426158905, 30000.0, 0.0, -30.0, 25.0, 0.16875000298023224/
