utc,Program:Winder_Ratio_Detector.__lff6644cb00000f83,Program:Winder_Ratio_Detector.__lff6644cb208b6462,Program:Winder_Ratio_Detector.__lff6644cb5a963948,Program:Winder_Ratio_Detector.__lff6644cb6adc479d,Program:Winder_Ratio_Detector.__lff6644cb6f52829f,Program:Winder_Ratio_Detector.__lff6644cb8d689d49,Program:Winder_Ratio_Detector.__lff6644cbb5ff5b04,Program:Winder_Ratio_Detector.__lff6644cbf90ef335
2019-04-12T10:35:50.366741,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:35:52.926888,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:35:55.489034,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:35:58.011178,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:00.527322,/1.0, 300.0, 3.281568765640259, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:03.086469,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:36:05.530609,/1.0, 300.0, 3.281568765640259, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:07.927746,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:10.488892,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:12.974034,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:36:15.527180,/1.0, 300.0, 3.3987674713134766, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
2019-04-12T10:36:18.091327,/1.0, 300.0, 3.281568765640259, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:20.607471,/1.0, 300.0, 3.2229695320129395, 10.0, 3000.0, 0.0, 2.0, 9.867743492126465/
2019-04-12T10:36:23.128615,/1.0, 300.0, 3.3401682376861572, 10.0, 3000.0, 0.0, 2.0, 10.087026596069336/
