utc,Program:Line_Speed.__l47f4a46600000f83,Program:Line_Speed.__l81fcb53500000f83,Program:Line_Speed.__la56e937400000f83,Program:Line_Speed.__lc88948d9b5ff5b04,Program:Line_Speed.interim_calc1,Program:Line_Speed.interim_calc2,Program:Line_Speed.Line_Decel_distance,Program:Line_Speed.Line_Decel_time,Program:Line_Speed.Line_Init_Stop_DIameter
2019-04-12T10:31:53.710205,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:31:57.896445,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:31:58.572483,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:31:59.413531,/20.0, 1400.0, 0.0, 0.1717718243598938, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:00.372586,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:01.816669,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:03.492765,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:05.492879,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:08.053026,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:10.651174,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:13.214321,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:15.738465,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:18.258609,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:20.774753,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:23.368902,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:25.853044,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:28.371188,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:30.931334,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:33.452478,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:35.848615,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:38.335758,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:40.848901,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:43.372046,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:45.735181,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:48.332329,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:50.811471,/20.0, 1400.0, 0.0, 0.16080765426158905, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:53.293613,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:55.851760,/20.0, 1400.0, 0.0, 0.1644623875617981, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:32:58.334902,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
2019-04-12T10:33:00.895048,/20.0, 1400.0, 0.0, 0.16811710596084595, 7.883276703068987e-05, 51.12258529663086, 0.01666666753590107, 0.20000000298023224, 715.0006103515625/
