utc,Program:Winder.__ledad5fc6b0460d97,Program:Winder.__ledad5fc6d652c2fa,Program:Winder.__ledad5fc6db80ca23,Program:Winder.__ledad5fc6f3e52ad5,Program:Winder.ABS_Winder_ServoOutput,Program:Winder.Wind_Pos_Step_Ref,Program:Winder.Winder_Pos_PI_Out,Program:Winder.Winder_Position_FB_WLDP,Program:Winder.Winder_Position_FB_WLGP
2019-04-12T10:31:54.952276,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0108224153518677, 0.0, -7.3777971267700195, 20.0, 40.0/
2019-04-12T10:32:05.698891,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.020893931388855, 0.0, -3.467005729675293, 20.0, 40.0/
2019-04-12T10:32:08.254037,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.023030400276184, 0.0, 0.6248854994773865, 20.0, 40.0/
2019-04-12T10:32:10.851186,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.932691216468811, 0.0, -8.49195384979248, 20.0, 40.0/
2019-04-12T10:32:13.456335,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9726724028587341, 0.0, -4.54743766784668, 20.0, 40.0/
2019-04-12T10:32:15.973479,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8917943835258484, 0.0, 4.467164039611816, 20.0, 40.0/
2019-04-12T10:32:18.535625,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0172315835952759, 0.0, 4.597132205963135, 20.0, 40.0/
2019-04-12T10:32:21.053769,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9302495718002319, 0.0, 0.8397760391235352, 20.0, 40.0/
2019-04-12T10:32:23.574913,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9705359935760498, 0.0, -7.790106773376465, 20.0, 40.0/
2019-04-12T10:32:26.132060,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9238404035568237, 0.0, -3.770752429962158, 20.0, 40.0/
2019-04-12T10:32:28.618202,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9677891731262207, 0.0, -4.434620380401611, 20.0, 40.0/
2019-04-12T10:32:31.209350,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8450987935066223, 0.0, 0.00016891956329345703, 20.0, 40.0/
2019-04-12T10:32:33.653490,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9018659591674805, 0.0, -4.134672164916992, 20.0, 40.0/
2019-04-12T10:32:36.054627,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0260823965072632, 0.0, 4.621529579162598, 20.0, 40.0/
2019-04-12T10:32:38.610773,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9662631750106812, 0.0, 5.085000038146973, 20.0, 40.0/
2019-04-12T10:32:41.054913,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0755248069763184, 0.0, 0.8856983184814453, 20.0, 40.0/
2019-04-12T10:32:43.572057,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0416475534439087, 0.0, 0.8656735420227051, 20.0, 40.0/
2019-04-12T10:32:46.010197,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9793868064880371, 0.0, -12.230195999145508, 20.0, 40.0/
2019-04-12T10:32:48.533341,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9177364110946655, 0.0, 0.30249685049057007, 20.0, 40.0/
2019-04-12T10:32:51.053485,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.023945927619934, 0.0, 0.03679299354553223, 20.0, 40.0/
2019-04-12T10:32:53.534627,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9867115616798401, 0.0, 4.7082953453063965, 20.0, 40.0/
2019-04-12T10:32:56.055771,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9656527638435364, 0.0, -3.3668980598449707, 20.0, 40.0/
2019-04-12T10:32:58.608917,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0584335327148438, 0.0, -7.568258762359619, 20.0, 40.0/
2019-04-12T10:33:01.172064,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.1191684007644653, 0.0, 5.029088973999023, 20.0, 40.0/
2019-04-12T10:33:03.655206,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0434787273406982, 0.0, 0.5532400608062744, 20.0, 40.0/
2019-04-12T10:33:06.251354,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8719564080238342, 0.0, -8.56407356262207, 20.0, 40.0/
2019-04-12T10:33:08.693494,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8695147633552551, 0.0, -0.0009440183639526367, 20.0, 40.0/
2019-04-12T10:33:11.132634,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.969620406627655, 0.0, 4.549166679382324, 20.0, 40.0/
2019-04-12T10:33:13.649777,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9152947664260864, 0.0, 8.825420379638672, 20.0, 40.0/
2019-04-12T10:33:16.176922,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9140740036964417, 0.0, -3.4631166458129883, 20.0, 40.0/
2019-04-12T10:33:18.774071,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9616851806640625, 0.0, -12.468409538269043, 20.0, 40.0/
2019-04-12T10:33:21.251212,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9085803627967834, 0.0, -4.041980266571045, 20.0, 40.0/
2019-04-12T10:33:23.769356,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9748088121414185, 0.0, -4.637624740600586, 20.0, 40.0/
2019-04-12T10:33:26.328503,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9186519980430603, 0.0, 8.688879013061523, 20.0, 40.0/
2019-04-12T10:33:28.816645,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8316699862480164, 0.0, -8.658885955810547, 20.0, 40.0/
2019-04-12T10:33:31.248784,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.916515588760376, 0.0, 4.407403469085693, 20.0, 40.0/
2019-04-12T10:33:33.694924,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.03645920753479, 0.0, 9.205305099487305, 20.0, 40.0/
2019-04-12T10:33:36.175066,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.006244421005249, 0.0, 0.13127994537353516, 20.0, 40.0/
2019-04-12T10:33:38.769214,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9067491888999939, 0.0, -4.270951747894287, 20.0, 40.0/
2019-04-12T10:33:41.250356,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9986143708229065, 0.0, -13.147873878479004, 20.0, 40.0/
2019-04-12T10:33:43.728498,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8206827640533447, 0.0, 3.969719409942627, 20.0, 40.0/
2019-04-12T10:33:46.254642,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9516136050224304, 0.0, 4.116617202758789, 20.0, 40.0/
2019-04-12T10:33:48.852791,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9204831719398499, 0.0, 0.13801813125610352, 20.0, 40.0/
2019-04-12T10:33:51.296931,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9140740036964417, 0.0, -3.964992046356201, 20.0, 40.0/
2019-04-12T10:33:53.894079,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0089912414550781, 0.0, -4.119232654571533, 20.0, 40.0/
2019-04-12T10:33:56.372221,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9439836144447327, 0.0, 4.028665065765381, 20.0, 40.0/
2019-04-12T10:33:58.812361,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.856391191482544, 0.0, -4.634427070617676, 20.0, 40.0/
2019-04-12T10:34:01.408509,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8316699862480164, 0.0, -9.346511840820312, 20.0, 40.0/
2019-04-12T10:34:03.888651,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8460143804550171, 0.0, -0.44341564178466797, 20.0, 40.0/
2019-04-12T10:34:06.334791,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9250611662864685, 0.0, 4.07342529296875, 20.0, 40.0/
2019-04-12T10:34:08.810933,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0453100204467773, 0.0, 8.602935791015625, 20.0, 40.0/
2019-04-12T10:34:11.328077,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.909496009349823, 0.0, -12.606287002563477, 20.0, 40.0/
2019-04-12T10:34:13.810218,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9491719603538513, 0.0, -8.597161293029785, 20.0, 40.0/
2019-04-12T10:34:16.289360,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9149895906448364, 0.0, -13.3725004196167, 20.0, 40.0/
2019-04-12T10:34:18.812505,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9549707770347595, 0.0, 7.834061145782471, 20.0, 40.0/
2019-04-12T10:34:21.407653,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8515079617500305, 0.0, -4.814506530761719, 20.0, 40.0/
2019-04-12T10:34:23.892795,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8759239912033081, 0.0, -0.3639960289001465, 20.0, 40.0/
2019-04-12T10:34:26.452942,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9415419697761536, 0.0, 4.302877426147461, 20.0, 40.0/
2019-04-12T10:34:28.890081,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9708411693572998, 0.0, 8.968652725219727, 20.0, 40.0/
2019-04-12T10:34:31.452228,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8994243741035461, 0.0, -4.2411088943481445, 20.0, 40.0/
2019-04-12T10:34:33.930369,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0416475534439087, 0.0, -8.767560005187988, 20.0, 40.0/
2019-04-12T10:34:36.406511,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9055283665657043, 0.0, -8.930480003356934, 20.0, 40.0/
2019-04-12T10:34:38.775646,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0260823965072632, 0.0, -13.756964683532715, 20.0, 40.0/
2019-04-12T10:34:41.330793,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9955623745918274, 0.0, 12.215608596801758, 20.0, 40.0/
2019-04-12T10:34:43.808934,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9040023684501648, 0.0, 4.227588176727295, 20.0, 40.0/
2019-04-12T10:34:46.370081,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0578231811523438, 0.0, -3.9335639476776123, 20.0, 40.0/
2019-04-12T10:34:48.926227,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0077704191207886, 0.0, -4.27515172958374, 20.0, 40.0/
2019-04-12T10:34:51.449371,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9537500143051147, 0.0, -4.579746723175049, 20.0, 40.0/
2019-04-12T10:34:53.969515,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8676835894584656, 0.0, -9.035896301269531, 20.0, 40.0/
2019-04-12T10:34:56.453658,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8261764049530029, 0.0, -4.948497295379639, 20.0, 40.0/
2019-04-12T10:34:58.969801,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8829435706138611, 0.0, -5.09222412109375, 20.0, 40.0/
2019-04-12T10:35:01.415941,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9958676099777222, 0.0, 7.907768249511719, 20.0, 40.0/
2019-04-12T10:35:04.009090,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.95344477891922, 0.0, 12.924307823181152, 20.0, 40.0/
2019-04-12T10:35:06.489232,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.019673228263855, 0.0, -8.162969589233398, 20.0, 40.0/
2019-04-12T10:35:09.049378,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0691156387329102, 0.0, -8.577436447143555, 20.0, 40.0/
2019-04-12T10:35:11.609524,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9156000018119812, 0.0, -4.8051629066467285, 20.0, 40.0/
2019-04-12T10:35:14.171671,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8536443710327148, 0.0, 3.758044719696045, 20.0, 40.0/
2019-04-12T10:35:16.686815,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8545600175857544, 0.0, -4.8229594230651855, 20.0, 40.0/
2019-04-12T10:35:19.170957,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.020893931388855, 0.0, 0.0974123477935791, 20.0, 40.0/
2019-04-12T10:35:21.608096,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.932691216468811, 0.0, -3.9346489906311035, 20.0, 40.0/
2019-04-12T10:35:24.250247,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8927099704742432, 0.0, -4.220277309417725, 20.0, 40.0/
2019-04-12T10:35:26.770392,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9320808053016663, 0.0, -8.689911842346191, 20.0, 40.0/
2019-04-12T10:35:29.331538,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8457092046737671, 0.0, -8.953609466552734, 20.0, 40.0/
2019-04-12T10:35:31.890684,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.999835193157196, 0.0, -4.7093634605407715, 20.0, 40.0/
2019-04-12T10:35:34.332824,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.8991191983222961, 0.0, 3.459749937057495, 20.0, 40.0/
2019-04-12T10:35:36.886970,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0111275911331177, 0.0, 12.831663131713867, 20.0, 40.0/
2019-04-12T10:35:39.447117,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 0.9244508147239685, 0.0, -3.740419387817383, 20.0, 40.0/
2019-04-12T10:35:41.892256,/0.5, 1.0, 0.10000000149011612, 0.20000000298023224, 1.0254719257354736, 0.0, -12.62183952331543, 20.0, 40.0/
