utc,Program:Unwind.Unwind_Position_RFJ,Program:Unwind.Unwind_Position_WLDP,Program:Unwind.Unwind_Tension_FB_WLDT,Program:Unwind.Unwind_Tension_FB_WLGT,Program:Unwind.Unwind_Tension_FBJ,Program:Unwind.Unwind_Tension_KPT,Program:Unwind.Unwind_Tension_Loop_Pct_Cntrl,Program:Unwind.Unwind_Tension_RFJ,Program:Unwind.Unwind_Tension_WLDT
2019-04-12T10:35:32.210703,/2252.25, 0.009999999776482582, 0.5, 2.0, 908.0, 1.0, 0.10000000149011612, 909.0, 0.5/
2019-04-12T10:35:34.729847,/2252.25, 0.009999999776482582, 0.5, 2.0, 1055.0, 1.0, 0.10000000149011612, 1055.0, 0.5/
2019-04-12T10:35:37.210989,/2252.25, 0.009999999776482582, 0.5, 2.0, 922.0, 1.0, 0.10000000149011612, 922.0, 0.5/
2019-04-12T10:35:39.808137,/2252.25, 0.009999999776482582, 0.5, 2.0, 923.0, 1.0, 0.10000000149011612, 912.0, 0.5/
2019-04-12T10:35:42.210275,/2252.25, 0.009999999776482582, 0.5, 2.0, 704.0, 1.0, 0.10000000149011612, 704.0, 0.5/
2019-04-12T10:35:44.731419,/2252.25, 0.009999999776482582, 0.5, 2.0, 813.0, 1.0, 0.10000000149011612, 813.0, 0.5/
2019-04-12T10:35:47.289565,/2252.25, 0.009999999776482582, 0.5, 2.0, 1004.0, 1.0, 0.10000000149011612, 1006.0, 0.5/
2019-04-12T10:35:49.887714,/2252.25, 0.009999999776482582, 0.5, 2.0, 980.0, 1.0, 0.10000000149011612, 953.0, 0.5/
2019-04-12T10:35:52.407858,/2252.25, 0.009999999776482582, 0.5, 2.0, 916.0, 1.0, 0.10000000149011612, 927.0, 0.5/
2019-04-12T10:35:54.968004,/2252.25, 0.009999999776482582, 0.5, 2.0, 770.0, 1.0, 0.10000000149011612, 779.0, 0.5/
2019-04-12T10:35:57.490149,/2252.25, 0.009999999776482582, 0.5, 2.0, 753.0, 1.0, 0.10000000149011612, 747.0, 0.5/
