utc,Program:Winder_Ratio_Detector.PresetIncDecDelta,Program:Winder_Ratio_Detector.PresetIncDecRate_x3,Program:Winder_Ratio_Detector.PresetIncDecVal,Program:Winder_Ratio_Detector.PresetVal,Program:Winder_Ratio_Detector.SpeedMotor_RPM,Program:Winder_Ratio_Detector.Sy_ScanTime_Sec,Program:Winder_Ratio_Detector.W_BuildUpRatio,Program:Winder_Ratio_Detector.W_BuildUpRatioRec
2019-04-12T10:39:18.567650,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:21.167798,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:23.608938,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:26.123082,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:28.647226,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:31.167370,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:33.763519,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:36.324665,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:38.763805,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:41.286949,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:43.848096,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:46.367240,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:48.850382,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:51.364525,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:53.843667,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:56.481818,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:39:58.966960,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:01.448102,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:04.087253,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:06.765406,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:09.327553,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:11.849697,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:14.322839,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:16.682974,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:19.168116,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:21.647258,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:24.203404,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:26.842555,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:29.325697,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:31.800838,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:34.281980,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:36.806125,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:39.325269,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:41.803410,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:44.281552,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:46.726692,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
2019-04-12T10:40:49.401845,/0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8333332538604736, 0.260869562625885/
