utc,Program:Slide_Table.ST_Hi_LIM,Program:Slide_Table.ST_Lo_LIM,Program:Unwind.__l188bd99400000f83,Program:Unwind.__l3476a1aa16ce4f90,Program:Unwind.__l3476a1aa57a32631,Program:Unwind.__l3476a1aa6f52829f,Program:Unwind.__l3476a1aac24a9706,Program:Unwind.__l3476a1aadd243ecc,Program:Unwind.__l3476a1aafcc730f7
2019-04-12T10:39:47.441301,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:39:49.967446,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:39:52.446587,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:39:54.964731,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:39:57.566880,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:00.044022,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:02.605168,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:40:05.322324,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:07.845468,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:10.483619,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:12.923759,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:15.364898,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:17.767036,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:20.325182,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:22.805324,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:25.405473,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:27.963619,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:30.489763,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:32.961905,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:35.441047,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:37.961191,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:40.483335,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:42.929475,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:45.366614,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:47.849756,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:50.447905,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:52.881044,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:40:55.366186,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:40:57.841328,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:41:00.482479,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:02.923618,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:05.441762,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:08.005909,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:41:10.562055,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:13.086200,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:15.567342,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:18.006481,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:20.521625,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:41:23.004767,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:25.644918,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:28.123060,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:30.562199,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:41:33.086344,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:35.563485,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:38.042627,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:40.563771,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:43.120918,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:45.564057,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:48.048199,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:50.448337,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:41:53.083487,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:55.600631,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:41:58.120776,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:42:00.605918,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:42:03.088060,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:42:05.565201,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:42:08.199352,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:42:10.600489,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:13.083631,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:15.641778,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:18.200924,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:20.722068,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:23.279215,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:25.802359,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:28.320503,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:30.843647,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:33.324789,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:35.760928,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:38.245070,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:40.683210,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:43.167352,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:45.799503,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:48.279644,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:42:50.881793,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:42:53.240928,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:55.807075,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:42:58.359221,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:00.960370,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:03.441512,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:05.880651,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:08.359793,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:10.806933,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:13.363079,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:15.921225,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:18.482372,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:20.918511,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:23.401653,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:25.880795,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:28.363937,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:43:30.919083,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:33.520232,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:43:36.078378,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:38.517518,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:41.042662,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:43.561806,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:46.126953,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:48.604095,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:51.083237,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:53.520376,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:43:56.157527,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:43:58.719673,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:01.242818,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:03.841966,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:06.322108,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:08.878254,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:44:11.361396,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:13.882541,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:44:16.442687,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:19.039836,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:21.640984,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:24.160128,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:26.684273,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:29.199417,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:31.557552,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:34.158700,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:36.765849,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:39.317995,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:41.684131,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:44.162273,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:46.717419,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:44:49.197561,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:44:51.797709,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:54.356856,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:44:56.758993,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:44:59.399144,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:45:01.963291,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:04.479435,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:06.959576,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:09.436718,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:11.842856,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:14.399002,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:16.837141,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:19.476292,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:21.960434,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:24.601586,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:27.117729,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:29.602872,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:32.163018,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:34.797169,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:37.241308,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:39.681448,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:42.356601,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:44.837743,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:47.324885,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:49.921034,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:52.281169,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:45:54.757310,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:57.281455,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:45:59.837601,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:02.319743,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:04.876889,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:07.397033,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:09.804171,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:12.275312,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:14.760454,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:17.159592,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:19.640734,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:22.195880,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:24.720024,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:27.120161,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:29.719310,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:32.204452,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:46:34.755598,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:46:37.280743,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:39.796886,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:42.357033,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:44.756170,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:47.361319,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:49.957468,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:52.396607,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:54.994756,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:46:57.397893,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:46:59.964040,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:02.475184,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:05.076332,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:07.480470,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.306309700012207/
2019-04-12T10:47:10.038616,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:12.678767,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.648459434509277/
2019-04-12T10:47:15.160909,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:17.717055,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:20.356206,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:22.876350,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:25.517502,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:27.994643,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:30.556790,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:33.120936,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:35.635080,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:38.114222,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:40.680369,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:43.120508,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:45.674654,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:48.119794,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 10.087026596069336/
2019-04-12T10:47:50.521932,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
2019-04-12T10:47:53.000073,/7.75, 7.25, 0.0, 0.10000000149011612, 2.0, 1.0, 0.5, 0.5, 9.867743492126465/
