utc,Store_Winder_Tens_Fdbk_Total,test_ref,Unwind_BuildUpRatio,Unwind_BuildUpRatioRec,UNwind_CalcEnblThresh_FPM,Unwind_CalcUpdate_Rev,Unwind_Constant_RPMperFPM,Unwind_Diam_Rachet_Limit,Unwind_DiamCalc_in
2019-04-12T10:31:55.348299,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:08.976078,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:11.495222,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:14.090371,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:16.573513,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:19.170661,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:21.655804,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:24.214950,/1156.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:26.698092,/1156.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:29.250238,/1156.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:31.812385,/1156.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:34.253524,/1135.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:36.655662,/1135.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:39.212808,/1135.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:41.694950,/1135.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:44.173092,/1135.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:46.612231,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:49.133375,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:51.655519,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:54.134661,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:56.695808,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:32:59.211952,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:01.769098,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:04.292242,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:06.813386,/1149.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:09.370533,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:11.849675,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:14.331817,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:16.894963,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:19.375105,/1157.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:21.850247,/1157.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:24.412393,/1157.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:26.894535,/1157.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:29.370677,/1157.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:31.813816,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:34.367963,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:36.774100,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:39.337247,/1142.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:41.849390,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:44.368535,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:46.887679,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:49.409823,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:51.929967,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:54.450111,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:56.970255,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:33:59.534402,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:02.047546,/1141.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:04.568690,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:07.049832,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:09.487971,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:11.971113,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:14.409253,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:16.890395,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:19.413539,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:22.009687,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:24.491829,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:27.047976,/1121.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:29.489115,/1121.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:32.087264,/1121.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:34.530404,/1121.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:36.970543,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:39.372681,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:41.932827,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:44.410969,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:47.047120,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:49.490259,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:52.048406,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:54.572550,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:57.052692,/1146.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:34:59.612838,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:02.089980,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:04.688129,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:07.173271,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:09.772419,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:12.329566,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:14.849710,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:17.246847,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:19.805993,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:22.250133,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:24.849282,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:27.415428,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:29.968574,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:32.448716,/1148.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:35.009863,/1155.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:37.453003,/1155.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:40.090153,/1155.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:42.492291,/1155.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:45.006435,/1144.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:47.567581,/1144.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:50.170730,/1144.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:52.686874,/1144.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:55.248020,/1151.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:35:57.768165,/1151.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:00.286309,/1151.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:02.845455,/1151.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:05.325597,/1151.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:07.727734,/1147.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:10.246878,/1147.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:12.731020,/1147.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:15.331169,/1147.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:17.894316,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:20.369457,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:22.886601,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:25.449748,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:27.971892,/1154.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:30.565040,/1140.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
2019-04-12T10:36:33.074184,/1140.0, 0.0, 4.666666507720947, 0.2142857164144516, 30.0, 2.0, 0.01273233350366354, 1400.0, 1400.0/
