utc,Unwind_JogFwd_Reference,Unwind_JogRev_Reference,Unwind_KPP_Array,Unwind_KPS_Array,Unwind_Line_speed_Ref,Unwind_Norm_AccDec_Rate,Unwind_Position_Loop_Error,Unwind_Position_Vernier,Unwind_RadiusCalc_ft
2019-04-12T10:33:07.490425,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22046998143196106, 58.33333206176758/
2019-04-12T10:33:09.930565,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22237902879714966, 58.33333206176758/
2019-04-12T10:33:12.452709,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.017790893092751503, 58.33333206176758/
2019-04-12T10:33:14.930851,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.01443457044661045, 58.33333206176758/
2019-04-12T10:33:17.568002,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.011278198100626469, 58.33333206176758/
2019-04-12T10:33:20.051144,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.2802734375, 0.1457025110721588, 58.33333206176758/
2019-04-12T10:33:22.569288,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.2802734375, 0.1459072232246399, 58.33333206176758/
2019-04-12T10:33:25.095432,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.2802734375, 0.1461024135351181, 58.33333206176758/
2019-04-12T10:33:27.571574,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2850066125392914, 58.33333206176758/
2019-04-12T10:33:30.047715,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.28855812549591064, 58.33333206176758/
2019-04-12T10:33:32.529857,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 10.35888671875, -0.37421339750289917, 58.33333206176758/
2019-04-12T10:33:35.008999,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.016300780698657036, 58.33333206176758/
2019-04-12T10:33:37.409136,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.012987305410206318, 58.33333206176758/
2019-04-12T10:33:40.011285,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -32.4228515625, 0.0781094953417778, 58.33333206176758/
2019-04-12T10:33:42.452425,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.2157425582408905, 58.33333206176758/
2019-04-12T10:33:44.969569,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21761828660964966, 58.33333206176758/
2019-04-12T10:33:47.450711,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21955591440200806, 58.33333206176758/
2019-04-12T10:33:50.012857,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22146497666835785, 58.33333206176758/
2019-04-12T10:33:52.535002,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22339783608913422, 58.33333206176758/
2019-04-12T10:33:55.091148,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.0197142343968153, 58.33333206176758/
2019-04-12T10:33:57.611292,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.016505492851138115, 58.33333206176758/
2019-04-12T10:34:00.133436,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.013296753168106079, 58.33333206176758/
2019-04-12T10:34:02.650580,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -3.7333984375, 0.2872393727302551, 58.33333206176758/
2019-04-12T10:34:05.167724,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21683277189731598, 58.33333206176758/
2019-04-12T10:34:07.613864,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21867993474006653, 58.33333206176758/
2019-04-12T10:34:10.054004,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -2.64892578125, 0.22058899700641632, 58.33333206176758/
2019-04-12T10:34:12.610150,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22249804437160492, 58.33333206176758/
2019-04-12T10:34:15.091292,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22431188821792603, 58.33333206176758/
2019-04-12T10:34:17.567433,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.018590698018670082, 58.33333206176758/
2019-04-12T10:34:20.173582,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.015381958335638046, 58.33333206176758/
2019-04-12T10:34:22.690726,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.012230346910655499, 58.33333206176758/
2019-04-12T10:34:25.176869,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.2802734375, 0.14753539860248566, 58.33333206176758/
2019-04-12T10:34:27.651010,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.2802734375, 0.1477353572845459, 58.33333206176758/
2019-04-12T10:34:30.170154,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.2802734375, 0.1479305475950241, 58.33333206176758/
2019-04-12T10:34:32.652296,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.28651100397109985, 58.33333206176758/
2019-04-12T10:34:35.128438,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2900053858757019, 58.33333206176758/
2019-04-12T10:34:37.567577,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -1.564208984375, 0.15311023592948914, 58.33333206176758/
2019-04-12T10:34:39.975715,/30.0, -30.0, 5.5, 60.0, 9.648459434509277, 30000.0, 4.453857421875, 0.018614502623677254, 58.33333206176758/
2019-04-12T10:34:42.529861,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.01535815466195345, 58.33333206176758/
2019-04-12T10:34:45.087007,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21758496761322021, 58.33333206176758/
2019-04-12T10:34:47.648154,/30.0, -30.0, 5.5, 60.0, 10.306309700012207, 30000.0, -2.64892578125, 0.2194654643535614, 58.33333206176758/
2019-04-12T10:34:50.127296,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.2214316427707672, 58.33333206176758/
2019-04-12T10:34:52.689442,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.223340705037117, 58.33333206176758/
2019-04-12T10:34:55.207586,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -2.64892578125, 0.22521643340587616, 58.33333206176758/
2019-04-12T10:34:57.688728,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.227187380194664, 58.33333206176758/
2019-04-12T10:35:00.286877,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 6.825927734375, -0.047559816390275955, 58.33333206176758/
2019-04-12T10:35:02.732017,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 6.825927734375, -0.052406251430511475, 58.33333206176758/
2019-04-12T10:35:05.253161,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.21960827708244324, 58.33333206176758/
2019-04-12T10:35:07.775305,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -2.64892578125, 0.2215839922428131, 58.33333206176758/
2019-04-12T10:35:10.408456,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22351685166358948, 58.33333206176758/
2019-04-12T10:35:12.931600,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08792614936828613, 58.33333206176758/
2019-04-12T10:35:15.488746,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08647888153791428, 58.33333206176758/
2019-04-12T10:35:17.929886,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2911384403705597, 58.33333206176758/
2019-04-12T10:35:20.409028,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2948042154312134, 58.33333206176758/
2019-04-12T10:35:22.969174,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09138721227645874, 58.33333206176758/
2019-04-12T10:35:25.490318,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08981616050004959, 58.33333206176758/
2019-04-12T10:35:28.130469,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08831176906824112, 58.33333206176758/
2019-04-12T10:35:30.648613,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08683593571186066, 58.33333206176758/
2019-04-12T10:35:33.129755,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08533154428005219, 58.33333206176758/
2019-04-12T10:35:35.649899,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.28851526975631714, 58.33333206176758/
2019-04-12T10:35:38.212046,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29211437702178955, 58.33333206176758/
2019-04-12T10:35:40.772192,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2956087589263916, 58.33333206176758/
2019-04-12T10:35:43.167329,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02539379894733429, 58.33333206176758/
2019-04-12T10:35:45.609469,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.022037476301193237, 58.33333206176758/
2019-04-12T10:35:48.209618,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.018776368349790573, 58.33333206176758/
2019-04-12T10:35:50.768764,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22252660989761353, 58.33333206176758/
2019-04-12T10:35:53.330911,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22446423768997192, 58.33333206176758/
2019-04-12T10:35:55.889057,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22637329995632172, 58.33333206176758/
2019-04-12T10:35:58.412201,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22824902832508087, 58.33333206176758/
2019-04-12T10:36:00.885343,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.280029296875, 0.16054175794124603, 58.33333206176758/
2019-04-12T10:36:03.488492,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.280029296875, 0.16072742640972137, 58.33333206176758/
2019-04-12T10:36:05.887629,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.023784669116139412, 58.33333206176758/
2019-04-12T10:36:08.328769,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02058068849146366, 58.33333206176758/
2019-04-12T10:36:10.847913,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -6.18408203125, 0.5469521880149841, 58.33333206176758/
2019-04-12T10:36:13.407059,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29222387075424194, 58.33333206176758/
2019-04-12T10:36:15.928203,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 31.9033203125, 0.22541162371635437, 58.33333206176758/
2019-04-12T10:36:18.527352,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.0906207263469696, 58.33333206176758/
2019-04-12T10:36:21.010494,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.08911633491516113, 58.33333206176758/
2019-04-12T10:36:23.531638,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29424721002578735, 58.33333206176758/
2019-04-12T10:36:26.125786,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2979748547077179, 58.33333206176758/
2019-04-12T10:36:28.688933,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.024555908516049385, 58.33333206176758/
2019-04-12T10:36:31.166075,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02134716883301735, 58.33333206176758/
2019-04-12T10:36:33.691219,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22420239448547363, 58.33333206176758/
2019-04-12T10:36:36.206363,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22604957222938538, 58.33333206176758/
2019-04-12T10:36:38.650503,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22789673507213593, 58.33333206176758/
2019-04-12T10:36:41.085642,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22974389791488647, 58.33333206176758/
2019-04-12T10:36:43.528782,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -2.64892578125, 0.23171009123325348, 58.33333206176758/
2019-04-12T10:36:46.129931,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -2.64892578125, 0.2336762696504593, 58.33333206176758/
2019-04-12T10:36:48.727079,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 6.825927734375, -0.0411994643509388, 58.33333206176758/
2019-04-12T10:36:51.289226,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 6.825927734375, -0.0462648943066597, 58.33333206176758/
2019-04-12T10:36:53.891375,/30.0, -30.0, 5.5, 60.0, 10.306309700012207, 30000.0, -5.017578125, 0.29413294792175293, 58.33333206176758/
2019-04-12T10:36:56.410519,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29786059260368347, 58.33333206176758/
2019-04-12T10:36:59.004667,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.0264744870364666, 58.33333206176758/
2019-04-12T10:37:01.486809,/30.0, -30.0, 5.5, 60.0, 9.648459434509277, 30000.0, 4.453857421875, 0.02337048389017582, 58.33333206176758/
2019-04-12T10:37:03.970951,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22497840225696564, 58.33333206176758/
2019-04-12T10:37:06.487095,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2961895763874054, 58.33333206176758/
2019-04-12T10:37:09.006239,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2996887266635895, 58.33333206176758/
2019-04-12T10:37:11.445379,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.026545898988842964, 58.33333206176758/
2019-04-12T10:37:13.968523,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.023341920226812363, 58.33333206176758/
2019-04-12T10:37:16.491667,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.01806640625, 0.2937520742416382, 58.33333206176758/
2019-04-12T10:37:19.010811,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2975082993507385, 58.33333206176758/
2019-04-12T10:37:21.684964,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 6.984375, -0.003918090835213661, 58.33333206176758/
2019-04-12T10:37:24.325115,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02384655736386776, 58.33333206176758/
2019-04-12T10:37:26.844259,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2941376864910126, 58.33333206176758/
2019-04-12T10:37:29.366404,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -7.3896484375, 0.3673245906829834, 58.33333206176758/
2019-04-12T10:37:31.887548,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02829309180378914, 58.33333206176758/
2019-04-12T10:37:34.446694,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.025293823331594467, 58.33333206176758/
2019-04-12T10:37:36.810829,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.022185059264302254, 58.33333206176758/
2019-04-12T10:37:39.283971,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29617053270339966, 58.33333206176758/
2019-04-12T10:37:41.844117,/30.0, -30.0, 5.5, 60.0, 10.306309700012207, 30000.0, -5.017578125, 0.29966968297958374, 58.33333206176758/
2019-04-12T10:37:44.290257,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02578417956829071, 58.33333206176758/
2019-04-12T10:37:46.852404,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.022632569074630737, 58.33333206176758/
2019-04-12T10:37:49.328545,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2968132495880127, 58.33333206176758/
2019-04-12T10:37:51.846689,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.30019813776016235, 58.33333206176758/
2019-04-12T10:37:54.208825,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.453857421875, 0.029697509482502937, 58.33333206176758/
2019-04-12T10:37:56.766971,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02654113806784153, 58.33333206176758/
2019-04-12T10:37:59.247113,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02333715930581093, 58.33333206176758/
2019-04-12T10:38:01.767257,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.22828234732151031, 58.33333206176758/
2019-04-12T10:38:04.245399,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.23015809059143066, 58.33333206176758/
2019-04-12T10:38:06.729541,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -2.64892578125, 0.2320052534341812, 58.33333206176758/
2019-04-12T10:38:09.163680,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.280029296875, 0.1645074486732483, 58.33333206176758/
2019-04-12T10:38:11.725826,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.280029296875, 0.1647169291973114, 58.33333206176758/
2019-04-12T10:38:14.329975,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.280029296875, 0.16491687297821045, 58.33333206176758/
2019-04-12T10:38:16.849120,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.280029296875, 0.16511206328868866, 58.33333206176758/
2019-04-12T10:38:19.328261,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.280029296875, 0.1653120219707489, 58.33333206176758/
2019-04-12T10:38:21.807403,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, -0.280029296875, 0.16552148759365082, 58.33333206176758/
2019-04-12T10:38:24.409552,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -0.280029296875, 0.16573572158813477, 58.33333206176758/
2019-04-12T10:38:27.085705,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 4.455078125, 0.0295261237770319, 58.33333206176758/
2019-04-12T10:38:29.367836,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02649829164147377, 58.33333206176758/
2019-04-12T10:38:31.811975,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.01806640625, 0.29654186964035034, 58.33333206176758/
2019-04-12T10:38:34.288117,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.30012670159339905, 58.33333206176758/
2019-04-12T10:38:36.807261,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 36.603515625, 0.09899963438510895, 58.33333206176758/
2019-04-12T10:38:39.485414,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.028040772303938866, 58.33333206176758/
2019-04-12T10:38:41.925554,/30.0, -30.0, 5.5, 60.0, 9.648459434509277, 30000.0, 4.453857421875, 0.024936767295002937, 58.33333206176758/
2019-04-12T10:38:44.366693,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2984985411167145, 58.33333206176758/
2019-04-12T10:38:46.884837,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.30228331685066223, 58.33333206176758/
2019-04-12T10:38:49.528989,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.029478516429662704, 58.33333206176758/
2019-04-12T10:38:52.047133,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.026322145015001297, 58.33333206176758/
2019-04-12T10:38:54.529275,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.2985842227935791, 58.33333206176758/
2019-04-12T10:38:57.088421,/30.0, -30.0, 5.5, 60.0, 10.306309700012207, 30000.0, -5.017578125, 0.3023737967014313, 58.33333206176758/
2019-04-12T10:38:59.726572,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09975659102201462, 58.33333206176758/
2019-04-12T10:39:02.168712,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09823315590620041, 58.33333206176758/
2019-04-12T10:39:04.728858,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09672876447439194, 58.33333206176758/
2019-04-12T10:39:07.245002,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 2.085205078125, 0.0952291265130043, 58.33333206176758/
2019-04-12T10:39:09.766146,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09370093047618866, 58.33333206176758/
2019-04-12T10:39:12.328293,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 2.085205078125, 0.09220129251480103, 58.33333206176758/
2019-04-12T10:39:14.843437,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.29781776666641235, 58.33333206176758/
2019-04-12T10:39:17.286576,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, -5.017578125, 0.30137401819229126, 58.33333206176758/
2019-04-12T10:39:19.765718,/30.0, -30.0, 5.5, 60.0, 10.087026596069336, 30000.0, 2.087890625, 0.10026123374700546, 58.33333206176758/
2019-04-12T10:39:22.368867,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.029435670003294945, 58.33333206176758/
2019-04-12T10:39:24.848009,/30.0, -30.0, 5.5, 60.0, 9.867743492126465, 30000.0, 4.453857421875, 0.02633642591536045, 58.33333206176758/
