utc,Program:Unwind.Uw_Pos_Step_Ref,Program:Unwind_Ratio_Detector.__l91ba878500000f83,Program:Unwind_Ratio_Detector.__l91ba878516ce4f90,Program:Unwind_Ratio_Detector.__l91ba8785208b6462,Program:Unwind_Ratio_Detector.__l91ba878559d862fe,Program:Unwind_Ratio_Detector.__l91ba87855a963948,Program:Unwind_Ratio_Detector.__l91ba8785d0c0ad05,Program:Unwind_Ratio_Detector.__l91ba8785f90ef335
2019-04-12T10:49:40.758237,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:43.320383,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:45.911532,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:48.356671,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:50.994822,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:53.556969,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:56.118115,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:58.677262,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:01.275410,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:03.791554,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:50:06.353701,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:08.911847,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:11.437992,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:13.914133,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:16.434277,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:18.836415,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:21.235552,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:50:23.757696,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:26.196836,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:28.754982,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:31.237124,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:33.715266,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:36.274412,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:38.676550,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:41.235696,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:43.672835,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:46.113975,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:48.633119,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:50:51.190265,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:53.711410,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:50:56.275556,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:50:58.711696,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:01.274842,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:51:03.714982,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:06.273128,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:51:08.835275,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:11.397421,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:51:13.954567,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:16.435709,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:18.993856,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:51:21.517000,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:51:24.112148,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:51:26.513286,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:28.992428,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:31.512572,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:34.072718,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:36.591862,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:39.114006,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:41.671153,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:51:44.233299,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:46.675439,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:51:49.271587,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:51.756730,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:54.389880,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:56.953027,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:51:59.551175,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:01.992315,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:04.516459,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:07.112608,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:09.630752,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:12.153896,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:52:14.634038,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:52:17.233187,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:19.638324,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:22.273475,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:24.711614,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:27.229758,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:52:29.831907,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:32.355052,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:34.914198,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:52:37.471344,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:40.072493,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:42.710644,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:45.153784,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:47.589923,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:50.154070,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:52.675214,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:55.231360,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:52:57.789506,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:00.389655,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:02.954802,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:53:05.390941,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:07.952088,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:10.434230,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:12.874369,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:15.310509,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:17.870655,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:53:20.270792,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:22.669929,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:25.151071,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:27.751220,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:30.268364,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:53:32.756506,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:35.309652,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:53:37.876799,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:40.429945,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:43.029094,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:45.551238,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:48.031380,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:53:50.513522,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:53:53.034666,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:53:55.549810,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:53:58.111957,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:00.587098,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:03.153245,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:05.667389,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:08.113529,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:54:10.593671,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:54:13.146817,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:15.628959,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:18.114101,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:54:20.793254,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:23.353400,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:25.912547,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:28.427691,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:30.875831,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:33.388974,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:35.949121,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:54:38.469265,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:40.993409,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:43.547555,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:46.152704,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:48.671849,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:51.231995,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:53.709137,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:56.267283,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:54:58.907434,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:01.347574,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:03.830716,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:06.392862,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:08.909006,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:55:11.435151,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:13.951294,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:16.427436,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:18.985582,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:21.472725,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:23.986868,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:26.431008,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:28.915150,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:31.509299,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:33.991441,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:36.469582,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:55:38.948724,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:41.386864,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:55:43.870006,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:46.389150,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:48.870292,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:55:51.354434,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:53.791573,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:56.305717,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:55:58.826861,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:01.351006,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:56:03.831147,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:06.465298,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:08.987442,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:11.426582,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:13.991729,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:16.425868,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:18.910010,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:21.386151,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:23.991300,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:26.589449,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:29.106593,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:56:31.667740,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:56:34.108879,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:36.586021,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:39.027160,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:41.551305,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:56:44.145453,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:46.667597,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:56:49.143739,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:51.590879,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:56:54.153026,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:56.549163,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:56:59.188314,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:01.750460,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:04.192600,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:06.629739,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:57:09.146883,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:11.591023,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:14.070165,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:16.711316,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:57:19.226460,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:21.748604,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:24.307750,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:26.789892,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:29.351039,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:57:31.906185,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:34.386327,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:57:36.829467,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:39.432615,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:57:41.908757,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:44.425901,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:57:47.029050,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:57:49.585196,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:52.069338,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:57:54.632485,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:57:57.109627,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:57:59.629771,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:02.189917,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:04.708061,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:07.187203,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:58:09.748349,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:58:12.263493,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:14.663631,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:17.187775,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:19.627915,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:22.225063,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:24.784209,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:27.306354,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:58:29.704491,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:32.225635,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:34.784781,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:37.307926,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:58:39.743065,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:58:42.226207,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:58:44.748351,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:47.268495,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:58:49.788640,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:52.307784,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:58:54.787926,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
