utc,Program:Unwind.Uw_Pos_Step_Ref,Program:Unwind_Ratio_Detector.__l91ba878500000f83,Program:Unwind_Ratio_Detector.__l91ba878516ce4f90,Program:Unwind_Ratio_Detector.__l91ba8785208b6462,Program:Unwind_Ratio_Detector.__l91ba878559d862fe,Program:Unwind_Ratio_Detector.__l91ba87855a963948,Program:Unwind_Ratio_Detector.__l91ba8785d0c0ad05,Program:Unwind_Ratio_Detector.__l91ba8785f90ef335
2019-04-12T10:40:25.164459,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:40:27.726605,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:40:30.242749,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:40:32.686889,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:40:35.163031,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:40:37.684175,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:40:40.126314,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:40:42.645459,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:40:45.125600,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:40:47.641744,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:40:50.205891,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:40:52.603028,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:40:55.160174,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:40:57.564312,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:00.240465,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:41:02.722607,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:41:05.163747,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:07.760895,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:10.287040,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:12.844186,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:41:15.325328,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:17.726465,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:20.286612,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:22.764753,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:41:25.440906,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:27.844044,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:30.325186,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:32.808328,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:35.362474,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:37.764611,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:40.243753,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:42.763897,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:45.286041,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:41:47.805186,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:50.206323,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:52.805472,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:41:55.320615,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:41:57.882762,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:00.359904,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:42:02.841046,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:42:05.286185,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:07.922336,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:42:10.328474,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:42:12.848618,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:15.399764,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:17.921908,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:20.522057,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:42:23.002199,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:42:25.444338,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:28.000485,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:30.564631,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:42:33.007771,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:35.482913,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:37.968055,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:40.448197,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:42.921338,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:45.523487,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:48.001629,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:42:50.643780,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:42:53.004915,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:55.602063,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:42:58.079205,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:00.718356,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:03.204498,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:05.639637,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:08.082777,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:10.443912,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:13.082063,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:15.599207,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:18.087349,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:20.643496,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:23.124637,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:25.644782,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:28.122923,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:30.681070,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:43:33.241216,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:43:35.803363,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:38.284505,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:40.800648,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:43:43.282790,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:45.882939,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:48.404083,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:43:50.846223,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:53.283362,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:55.878511,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:43:58.482660,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:44:01.001804,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:03.560950,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:06.082094,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:44:08.606239,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:44:11.082380,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:13.604525,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:44:16.162671,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:44:18.839824,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:44:21.362969,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:23.840110,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:26.322252,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:28.839396,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:31.283536,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:33.878684,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:36.517835,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:39.040980,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:41.443117,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:43.956261,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:46.441403,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:44:48.917545,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:51.565696,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:54.082840,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:56.520979,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:44:59.157130,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:01.721277,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:04.279423,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:45:06.717563,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:09.202705,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:11.640844,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:14.119986,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:45:16.560126,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:19.200277,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:45:21.643416,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:24.318569,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:26.799711,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:29.318855,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:31.843000,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:34.402146,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:45:36.956292,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:39.440434,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:42.079585,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:45:44.558727,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:47.117873,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:49.601015,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:45:52.076157,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:54.519297,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:45:57.036441,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:45:59.558585,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:02.117731,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:04.601873,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:07.118017,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:09.558157,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:46:11.997296,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:14.524441,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:16.919578,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:19.440722,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:46:21.920864,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:24.482011,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:46:26.877148,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:29.484297,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:46:31.957438,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:34.398578,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:36.998726,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:46:39.483869,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:42.038015,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:44.441152,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:47.040301,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:46:49.640449,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:52.161594,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:46:54.757742,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:46:57.195882,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:46:59.720026,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:02.198168,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:47:04.798316,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:07.234456,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:47:09.836605,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:12.399751,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:47:14.956898,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:17.480042,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:20.078190,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:47:22.640337,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:47:25.238486,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:27.762630,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:30.319776,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:32.873922,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:47:35.319062,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:37.842206,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:40.434355,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:47:42.836492,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:45.433641,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:47.837778,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:50.278918,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:52.796062,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:47:55.273203,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:47:57.714343,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:00.122481,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:48:02.600623,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:48:05.114766,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:07.675913,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:10.200057,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:48:12.596194,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:15.078336,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:17.715487,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:20.155627,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:22.637769,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:25.233917,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:48:27.722059,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:48:30.356210,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:32.794350,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:35.198487,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:48:37.792635,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:48:40.275777,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:48:42.796922,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:45.279064,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:47.841210,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:50.436359,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:52.837496,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.6402554512023926/
2019-04-12T10:48:55.356640,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:48:57.796780,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:00.395928,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:02.993077,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:05.517221,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:49:08.117370,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:49:10.674516,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:13.077654,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:15.641800,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:18.194946,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:49:20.713090,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:23.198232,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:25.676374,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:28.232520,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:30.792667,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:33.274809,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.880279064178467/
2019-04-12T10:49:35.832955,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
2019-04-12T10:49:38.314097,/0.0, 30.0, 5.0, 300.0, 1.0, 2.0, 3000.0, 2.760267496109009/
