utc,Metering_Roll_Ramped_speed_FPM,Metering_Roll_Ramped_speed_FPS,Metering_Roll_Scaled_FPM,Metering_Roll_spd_FB,MeteringSpeed_Analog_Out,PressureRoll_IP_Output,PresureRollerContactForce,Program:Line_Speed.__l218d3a2d00000f83,Program:Line_Speed.__l218d3a2d3f4bceda
2019-04-12T10:31:53.461191,/9.750000953674316, 0.16875000298023224, 9.867743492126465, 0.1644623875617981, 0.1644623875617981, 2325.48388671875, 20.0, 1153.0, 571.2999877929688/
2019-04-12T10:31:54.141230,/9.750000953674316, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1155.0, 571.0/
2019-04-12T10:31:54.410245,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1155.0, 571.7999877929688/
2019-04-12T10:31:54.770266,/10.125, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1150.0, 571.7999877929688/
2019-04-12T10:31:55.090284,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1144.0, 570.7999877929688/
2019-04-12T10:31:55.611314,/9.750000953674316, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1150.0, 571.2000122070312/
2019-04-12T10:31:56.211348,/10.125, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1145.0, 572.1000366210938/
2019-04-12T10:31:56.894387,/10.125, 0.16875000298023224, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1137.0, 570.2999877929688/
2019-04-12T10:31:57.532424,/9.750000953674316, 0.16250000894069672, 9.867743492126465, 0.1644623875617981, 0.1644623875617981, 2325.48388671875, 20.0, 1142.0, 571.6000366210938/
2019-04-12T10:31:58.212463,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.1644623875617981, 0.16811710596084595, 2325.48388671875, 20.0, 1154.0, 571.1000366210938/
2019-04-12T10:31:58.810497,/9.750000953674316, 0.16250000894069672, 9.867743492126465, 0.1644623875617981, 0.1644623875617981, 2325.48388671875, 20.0, 1146.0, 569.5/
2019-04-12T10:31:59.614543,/10.125, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1134.0, 568.5/
2019-04-12T10:32:00.772609,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.1644623875617981, 0.1644623875617981, 2325.48388671875, 20.0, 1138.0, 565.9000244140625/
2019-04-12T10:32:02.530710,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1132.0, 565.2999877929688/
2019-04-12T10:32:04.178804,/10.125, 0.16875000298023224, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1155.0, 567.6000366210938/
2019-04-12T10:32:06.331927,/10.125, 0.16875000298023224, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1144.0, 571.6000366210938/
2019-04-12T10:32:08.895074,/10.125, 0.16875000298023224, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1148.0, 572.1000366210938/
2019-04-12T10:32:11.413218,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.1644623875617981, 0.1644623875617981, 2325.48388671875, 20.0, 1148.0, 571.7999877929688/
2019-04-12T10:32:13.978364,/9.750000953674316, 0.16250000894069672, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1149.0, 572.5/
2019-04-12T10:32:16.536511,/10.125, 0.16875000298023224, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1138.0, 570.7999877929688/
2019-04-12T10:32:19.133659,/9.750000953674316, 0.16250000894069672, 10.087026596069336, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1131.0, 567.9000244140625/
2019-04-12T10:32:21.614801,/10.125, 0.16875000298023224, 9.867743492126465, 0.16811710596084595, 0.16811710596084595, 2325.48388671875, 20.0, 1135.0, 567.4000244140625/
