utc,Unwind_DiamMeasMin_DC,Unwind_DiamMeasMin_in,Unwind_DiamMinEC_in,Unwind_DiamPresetVal_in,Unwind_DiamRate_inRev,Unwind_FR_Position_Feedback,Unwind_GearRatio,Unwind_IP_Output,Unwind_Jog_AccDec_Rate
2019-04-12T10:35:45.086439,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:35:47.649586,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:35:50.206732,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:35:52.767879,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:35:55.330025,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:35:57.772165,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:00.291309,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:02.927460,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:05.370599,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:07.768737,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:10.327883,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:12.771023,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:15.368171,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:17.966320,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:20.407459,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:22.968606,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:25.485750,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:28.013894,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:30.647045,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:33.130187,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:35.647331,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:38.167475,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:40.490608,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:42.967750,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:45.571899,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:48.167047,/0.0, 0.0, 300.0, 616.0, 5.0, 5.665933609008789, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:50.771196,/0.0, 0.0, 300.0, 616.0, 5.0, 5.665933609008789, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:53.327342,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:55.846486,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:36:58.445635,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:00.925777,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:03.410919,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:05.890061,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:08.329200,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:10.845344,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:13.365488,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:15.853631,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:18.405777,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:21.004925,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:23.649077,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:26.287228,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:28.764369,/0.0, 0.0, 300.0, 616.0, 5.0, 5.701793670654297, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:31.210509,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:33.768655,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:36.286799,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:38.692937,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:41.248083,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:43.764227,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:46.292372,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:48.767513,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:51.325660,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:53.685795,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:56.204939,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:37:58.686081,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:01.204225,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:03.683366,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:06.204511,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:08.646650,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:11.163794,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:13.767943,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:16.292088,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:18.685225,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:21.172367,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:23.768515,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:26.407666,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:28.843806,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:31.283945,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:33.763087,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:36.208227,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:38.886380,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:41.407524,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:43.805661,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:46.323805,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:48.924954,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:51.487101,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:53.969243,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:56.605393,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:38:59.123537,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:01.642682,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:04.168826,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:06.605965,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:09.163112,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:11.683256,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:14.246402,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:16.682542,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:19.164684,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:21.725830,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:24.247974,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:26.724116,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:29.323265,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:31.768405,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:34.362553,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:36.890698,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:39.361839,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:41.850981,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:44.482132,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:46.922271,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:49.446416,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:51.924558,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:54.483704,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:57.046850,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:39:59.564995,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:02.121141,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:04.762292,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:07.365441,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:09.926587,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:12.444731,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:14.884871,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:17.286008,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:19.846155,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:22.327296,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:24.930445,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:27.450589,/0.0, 0.0, 300.0, 616.0, 5.0, 5.665933609008789, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:29.967733,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:32.443875,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:34.844012,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:37.402159,/0.0, 0.0, 300.0, 616.0, 5.0, 5.683863639831543, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:39.921303,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:42.366443,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:44.846584,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:47.364729,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:49.969878,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:52.361014,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:54.886159,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:57.322298,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:40:59.929447,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:02.481593,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:04.926733,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:07.484879,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:10.040025,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:12.607172,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:15.081314,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:17.481451,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:20.044598,/0.0, 0.0, 300.0, 616.0, 5.0, 5.689840316772461, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:22.560742,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:25.162890,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:27.566028,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:30.080172,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:32.566314,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:35.083458,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:37.480595,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:39.964737,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:42.525884,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:45.041027,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:47.602174,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:49.962309,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:52.603460,/0.0, 0.0, 300.0, 616.0, 5.0, 5.677886962890625, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:55.043600,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:41:57.604746,/0.0, 0.0, 300.0, 616.0, 5.0, 5.671910285949707, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:42:00.081888,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:42:02.562030,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:42:05.042171,/0.0, 0.0, 300.0, 616.0, 5.0, 5.665933609008789, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:42:07.644320,/0.0, 0.0, 300.0, 616.0, 5.0, 5.665933609008789, 1.0, 3558.33349609375, 25.0/
2019-04-12T10:42:10.122462,/0.0, 0.0, 300.0, 616.0, 5.0, 5.695816993713379, 1.0, 3558.33349609375, 25.0/
